Month,usg_apt,fg_apt,carrier,type,Total
2,IAH,SAL,NK,Passengers,3155
2,FLL,PUJ,B6,Passengers,3157
2,IAD,YYZ,YV,Passengers,3165
2,IAH,GUA,NK,Passengers,3174
2,BNA,YYZ,WS,Passengers,3187
2,CLE,PUJ,F9,Passengers,3191
2,FLL,PLS,B6,Passengers,3200
2,FLL,SXM,B6,Passengers,3204
2,ATL,GGT,9E,Passengers,3207
2,EWR,SJD,UA,Passengers,3253
2,DTW,MTY,5D,Passengers,3266
2,RSW,DUS,EW,Passengers,3281
2,DFW,YYZ,MQ,Passengers,3293
2,LAX,MTY,5D,Passengers,3305
2,IAD,CAI,MS,Passengers,3305
2,FLL,ELH,3M,Passengers,3314
2,DEN,KEF,FI,Passengers,3315
2,DTW,MTY,DL,Passengers,3317
2,PIT,LHR,BA,Passengers,3325
2,PDX,YYC,WS,Passengers,3331
2,SFO,CDG,DY,Passengers,3339
2,FAT,MLM,Y4,Passengers,3342
2,FLL,REC,AD,Passengers,3345
2,EWR,YYZ,YX,Passengers,3345
2,JFK,DSS,DL,Passengers,3345
2,SFO,NAN,FJ,Passengers,3348
2,MCO,REC,AD,Passengers,3359
2,LAX,ZCL,Y4,Passengers,3390
2,IAH,ACA,YV,Passengers,3416
2,MIA,REC,JJ,Passengers,3420
2,LAX,MAD,DY,Passengers,3420
2,MCO,YHZ,WS,Passengers,3443
2,AUS,MEX,5D,Passengers,3445
2,EWR,HAV,YX,Passengers,3448
2,CMH,YYZ,QK,Passengers,3450
2,SJU,YYZ,AC,Passengers,3453
2,FLL,AXM,NK,Passengers,3480
2,FLL,SAL,NK,Passengers,3490
2,DTW,YYZ,9E,Passengers,3491
2,BOS,TLV,LY,Passengers,3497
2,MIA,OSL,SK,Passengers,3498
2,ORD,YVR,QK,Passengers,3504
2,BOS,YHZ,QK,Passengers,3505
2,ORD,VIE,OS,Passengers,3510
2,ORD,PLS,UA,Passengers,3521
2,JFK,LOS,DL,Passengers,3536
2,LAX,PVR,CP,Passengers,3544
2,IAD,JED,SV,Passengers,3556
2,ATL,BON,DL,Passengers,3570
2,DFW,YUL,MQ,Passengers,3574
2,MIA,PAP,AF,Passengers,3578
2,LAX,CAN,CZ,Passengers,3579
2,EWR,ANU,UA,Passengers,3598
2,SFO,YEG,QK,Passengers,3604
2,MIA,CZM,YX,Passengers,3608
2,IAH,AGU,EV,Passengers,3610
2,IAH,MGA,UA,Passengers,3631
2,DEN,PVR,F9,Passengers,3632
2,FLL,PUJ,NK,Passengers,3634
2,TPA,YHZ,RV,Passengers,3636
2,LAX,SJO,AS,Passengers,3657
2,PDX,YVR,OO,Passengers,3658
2,ATL,CTG,DL,Passengers,3659
2,IAD,GVA,UA,Passengers,3660
2,DFW,MEX,5D,Passengers,3666
2,PHL,YUL,OH,Passengers,3671
2,DEN,YYZ,OO,Passengers,3673
2,ORD,YYC,MQ,Passengers,3689
2,IAH,SAP,NK,Passengers,3704
2,DCA,YUL,QK,Passengers,3707
2,SAN,PVR,AS,Passengers,3718
2,MCO,NAS,B6,Passengers,3721
2,EWR,ORY,B0,Passengers,3722
2,IAH,ZIH,YV,Passengers,3727
2,PHX,YYZ,WS,Passengers,3730
2,SAT,MEX,5D,Passengers,3732
2,ATL,BDA,DL,Passengers,3736
2,MSP,LIR,SY,Passengers,3916
2,PHX,GDL,YV,Passengers,3737
2,GUM,ROR,UA,Passengers,3746
2,DEN,YUL,QK,Passengers,3752
2,MSP,CZM,DL,Passengers,3757
2,DFW,OAX,MQ,Passengers,3766
2,DTW,NGO,DL,Passengers,3768
2,IAD,SAL,Q6,Passengers,3772
2,DTW,PVR,DL,Passengers,3789
2,DFW,GDL,Y4,Passengers,3801
2,JFK,CAN,CZ,Passengers,3807
2,TPA,YOW,RV,Passengers,3829
2,MIA,MID,YX,Passengers,3849
2,FLL,KIN,NK,Passengers,3853
2,DFW,CUU,MQ,Passengers,3855
2,ATL,BRU,DL,Passengers,3875
2,MCO,YOW,WS,Passengers,3881
2,SFO,BCN,IB,Passengers,3913
2,ATL,HAV,9E,Passengers,3919
2,ORD,GDL,AM,Passengers,3926
2,SLC,YVR,OO,Passengers,3933
2,PHX,YQR,WS,Passengers,3933
2,OAK,BJX,Y4,Passengers,3939
2,SFO,YYC,QK,Passengers,3949
2,SJC,MLM,Y4,Passengers,3955
2,IAD,DEL,AI,Passengers,3970
2,LAX,SAL,Q6,Passengers,3970
2,ATL,YVR,DL,Passengers,3980
2,CLE,CUN,F9,Passengers,3980
2,LAX,YVR,OO,Passengers,3981
2,LAS,AMS,KL,Passengers,3992
2,ORD,MTY,EV,Passengers,3993
2,MIA,YYZ,AC,Passengers,3997
2,EWR,YUL,KV,Passengers,4004
2,DTW,SJD,DL,Passengers,4005
2,FLL,BEL,AD,Passengers,4010
2,PHL,ZRH,AA,Passengers,4010
2,BOS,AMS,KL,Passengers,4032
2,MCI,CUN,F9,Passengers,4035
2,HNL,AKL,NZ,Passengers,4035
2,FLL,SDQ,B6,Passengers,4037
2,SMF,GDL,AM,Passengers,4047
2,DFW,MZT,YV,Passengers,4054
2,TPA,YHM,WO,Passengers,4056
2,PHL,PUJ,F9,Passengers,4063
2,MCO,HAV,B6,Passengers,4068
2,MCO,NAS,UP,Passengers,4087
2,FLL,CTG,B6,Passengers,4093
2,CVG,YYZ,QK,Passengers,4116
2,JFK,SNN,EI,Passengers,4119
2,PHX,GDL,Y4,Passengers,4130
2,FLL,AUA,B6,Passengers,4136
2,FLL,ARN,DY,Passengers,4143
2,SFO,HKG,UA,Passengers,4153
2,MIA,PUJ,G3,Passengers,4164
2,STL,PUJ,F9,Passengers,4173
2,SFO,GDL,AM,Passengers,4184
2,EWR,ADD,ET,Passengers,4227
2,PHX,YXE,WS,Passengers,4230
2,MCO,EZE,AR,Passengers,4238
2,AUS,YYZ,AC,Passengers,4238
2,FAT,GDL,AM,Passengers,4252
2,CLE,YYZ,QK,Passengers,4255
2,LAX,HEL,AY,Passengers,4257
2,SAT,MEX,Y4,Passengers,4266
2,JFK,LIS,DL,Passengers,4276
2,DFW,SAL,TA,Passengers,4302
2,MIA,ELH,MQ,Passengers,4313
2,KOA,YVR,RV,Passengers,4347
2,IAH,TGU,UA,Passengers,4356
2,RNO,GDL,Y4,Passengers,4359
2,SEA,CUN,DL,Passengers,4360
2,SFO,PPT,UA,Passengers,4379
2,IAD,YYZ,C5,Passengers,4390
2,SEA,DUB,EI,Passengers,4435
2,JFK,EDI,DL,Passengers,4451
2,LGA,YOW,9E,Passengers,4451
2,TPA,LGW,DI,Passengers,4455
2,FLL,KIN,BW,Passengers,4459
2,HNL,BNE,HA,Passengers,4472
2,EWR,YOW,QK,Passengers,4490
2,LAS,YEG,WS,Passengers,4501
2,DEN,PTY,CM,Passengers,4502
2,SEA,PVR,DL,Passengers,4507
2,JFK,VIE,OS,Passengers,4513
2,JFK,MXP,AA,Passengers,4521
2,JFK,HAV,B6,Passengers,4524
2,DCA,YYZ,OH,Passengers,4550
2,BOS,MAD,IB,Passengers,4557
2,ORD,GDL,Y4,Passengers,4561
2,SJU,BOG,AV,Passengers,4570
2,SLC,GDL,5D,Passengers,4574
2,EWR,WAW,LO,Passengers,4590
2,PHX,HMO,OO,Passengers,4605
2,MCO,YUL,TS,Passengers,4609
2,MDW,BJX,Y4,Passengers,4638
2,BOS,HKG,CX,Passengers,4639
2,LAS,PTY,CM,Passengers,4650
2,FLL,YHM,WO,Passengers,4652
2,DFW,AGU,MQ,Passengers,4657
2,EWR,YOW,EV,Passengers,4671
2,IAD,YUL,C5,Passengers,4673
2,LAX,MLM,Y4,Passengers,4674
2,FLL,CLO,NK,Passengers,4679
2,EWR,LIM,UA,Passengers,4693
2,DTW,YOW,9E,Passengers,4694
2,EWR,YHZ,EV,Passengers,4701
2,JFK,GDL,Y4,Passengers,4721
2,SFO,MEL,UA,Passengers,4723
2,EWR,OPO,TP,Passengers,4726
2,OAK,MLM,Y4,Passengers,4738
2,GUM,FUK,UA,Passengers,4745
2,JFK,EZE,AR,Passengers,4747
2,IAD,YOW,YV,Passengers,4751
2,IAH,SLP,YV,Passengers,4757
2,ORD,CDG,AF,Passengers,4766
2,IAD,MUC,LH,Passengers,4786
2,MDW,YTZ,PD,Passengers,4802
2,KOA,HND,HA,Passengers,4803
2,MCO,MEX,Y4,Passengers,4810
2,LAX,BJX,Y4,Passengers,4813
2,FLL,MBJ,NK,Passengers,4814
2,SFO,PPT,BF,Passengers,4816
2,ORD,AKL,NZ,Passengers,4856
2,IAD,LIS,TP,Passengers,4857
2,BOS,BDA,DL,Passengers,4862
2,DEN,YYC,OO,Passengers,4868
2,JFK,AMM,RJ,Passengers,4868
2,ORD,YUL,YX,Passengers,4877
2,BOS,SNN,EI,Passengers,4887
2,IAD,VIE,OS,Passengers,4907
2,MIA,MEX,Y4,Passengers,4907
2,PDX,NRT,DL,Passengers,4909
2,BOS,PDL,S4,Passengers,4918
2,PSP,YVR,AC,Passengers,4941
2,IAH,MAN,SQ,Passengers,4977
2,MIA,COR,AA,Passengers,4988
2,JFK,RUH,SV,Passengers,4994
2,LAX,TLV,LY,Passengers,4996
2,ORD,AMS,UA,Passengers,4997
2,PHL,YOW,PT,Passengers,4998
2,FLL,MDE,B6,Passengers,5015
2,MCO,YYZ,TS,Passengers,5016
2,IAH,YYZ,UA,Passengers,5017
2,SLC,PVR,DL,Passengers,5025
2,ORD,HKG,CX,Passengers,5057
2,JFK,YUL,9E,Passengers,5060
2,MIA,GCM,KX,Passengers,5067
2,OAK,MEX,Y4,Passengers,5087
2,MIA,MAO,AA,Passengers,5091
2,LAX,WAW,LO,Passengers,5101
2,ATL,TGU,DL,Passengers,5125
2,LAS,YHM,WO,Passengers,5134
2,FLL,POS,B6,Passengers,5141
2,IAH,MUC,UA,Passengers,5145
2,DTW,YYZ,QK,Passengers,5155
2,SEA,HKG,CX,Passengers,5163
2,MIA,CTG,AV,Passengers,5217
2,JFK,YYC,WS,Passengers,5220
2,MIA,CAP,AA,Passengers,5263
2,JFK,MBJ,BW,Passengers,5271
2,DFW,GYE,AA,Passengers,5285
2,LAX,PPT,AF,Passengers,5289
2,MIA,TGU,AA,Passengers,5289
2,TPA,PTY,CM,Passengers,5294
2,IAH,GDL,Y4,Passengers,5294
2,IAH,SAL,TA,Passengers,5295
2,LAS,FRA,DE,Passengers,5298
2,HNL,YYZ,AC,Passengers,5301
2,RSW,YUL,RV,Passengers,5304
2,PHX,YYC,AC,Passengers,5356
2,SFO,MEL,QF,Passengers,5313
2,IAD,AMS,UA,Passengers,5331
2,FLL,POS,BW,Passengers,5349
2,FLL,CNF,AD,Passengers,5350
2,JFK,MXP,IG,Passengers,5351
2,FLL,OSL,DY,Passengers,5354
2,MCO,CNF,AD,Passengers,5369
2,JFK,BDA,DL,Passengers,5374
2,MIA,DUB,EI,Passengers,5382
2,DFW,SLP,YV,Passengers,5384
2,PHX,MEX,AA,Passengers,5390
2,LAX,BCN,DY,Passengers,5392
2,HNL,AKL,HA,Passengers,5398
2,BNA,LHR,BA,Passengers,5404
2,SEA,YYC,CP,Passengers,5422
2,MCO,MBJ,B6,Passengers,5431
2,MIA,SAP,TA,Passengers,5442
2,DFW,LIR,AA,Passengers,5469
2,BNA,YYZ,QK,Passengers,5469
2,JFK,MAD,AA,Passengers,5475
2,LAX,DUB,EI,Passengers,5485
2,ATL,MAD,DL,Passengers,5486
2,SJC,NRT,NH,Passengers,5487
2,EWR,YYZ,C5,Passengers,5489
2,FLL,STI,NK,Passengers,5496
2,GUM,PUS,BX,Passengers,5522
2,SEA,CDG,AF,Passengers,5522
2,DTW,YYZ,OO,Passengers,5531
2,MIA,BAQ,AV,Passengers,5551
2,EWR,CPT,UA,Passengers,5560
2,SEA,FRA,DE,Passengers,5568
2,ORD,MEX,AM,Passengers,5569
2,DEN,GDL,Y4,Passengers,5572
2,ATL,LOS,DL,Passengers,5578
2,PHL,AMS,AA,Passengers,5584
2,ORD,KEF,FI,Passengers,5587
2,ORD,ADD,ET,Passengers,5588
2,ORD,ARN,SK,Passengers,5612
2,IAH,GDL,UA,Passengers,5626
2,IAD,YYZ,KV,Passengers,5634
2,EWR,SIN,SQ,Passengers,5640
2,MSP,MEX,DL,Passengers,5642
2,DTW,YUL,9E,Passengers,5645
2,SFO,KIX,UA,Passengers,5659
2,MIA,DUS,EW,Passengers,5659
2,EWR,YQB,EV,Passengers,5662
2,SJU,MAD,IB,Passengers,5689
2,IAD,MEX,UA,Passengers,5702
2,EWR,YYC,AC,Passengers,5706
2,MSP,YYC,DL,Passengers,5707
2,SJC,LHR,BA,Passengers,5710
2,IAD,LHR,VS,Passengers,5710
2,DFW,BOG,AA,Passengers,5758
2,IAD,TLV,UA,Passengers,5763
2,DEN,YVR,QK,Passengers,5763
2,SFO,LIS,TP,Passengers,5775
2,LAX,SHE,CZ,Passengers,5776
2,MCO,YHZ,RV,Passengers,5790
2,MSP,LIR,DL,Passengers,5794
2,FLL,BZE,WN,Passengers,5797
2,BOS,YYZ,WS,Passengers,5814
2,EWR,DUB,EI,Passengers,5815
2,DFW,MBJ,AA,Passengers,5821
2,MSP,YYZ,9E,Passengers,5851
2,MIA,CPH,SK,Passengers,5857
2,BOS,BCN,IB,Passengers,5865
2,FLL,CDG,DY,Passengers,5872
2,LAX,MEX,AA,Passengers,5908
2,ATL,CZM,DL,Passengers,5909
2,FLL,GCM,WN,Passengers,5910
2,ATL,MAN,VS,Passengers,5912
2,HNL,CTS,HA,Passengers,5913
2,SJU,PUJ,B6,Passengers,5913
2,JFK,BDA,AA,Passengers,5913
2,SFO,ORY,BF,Passengers,5924
2,ORD,BRU,UA,Passengers,5938
2,JFK,LIR,B6,Passengers,5958
2,IAD,DUB,EI,Passengers,5960
2,CLT,BGI,AA,Passengers,5963
2,IAH,YUL,KV,Passengers,5964
2,CVG,CDG,DL,Passengers,5967
2,IAH,UIO,UA,Passengers,5969
2,MIA,AMS,KL,Passengers,5969
2,AUS,FRA,LH,Passengers,5971
2,MSP,YXE,OO,Passengers,5986
2,FLL,CTG,NK,Passengers,5991
2,ORD,NAS,UA,Passengers,5994
2,SFO,YYC,OO,Passengers,6007
2,MCO,YHM,WO,Passengers,6007
2,JFK,KIN,BW,Passengers,6009
2,SLC,CDG,DL,Passengers,6009
2,SEA,YYZ,AC,Passengers,6028
2,LGA,YUL,MQ,Passengers,6051
2,JFK,MDE,AV,Passengers,6066
2,LAX,MEL,UA,Passengers,6067
2,LAX,GUA,TA,Passengers,6076
2,MSP,PUJ,SY,Passengers,6088
2,EWR,BOG,UA,Passengers,6096
2,JFK,MAD,DY,Passengers,6109
2,BOS,NAS,DL,Passengers,6122
2,LAX,AUH,EY,Passengers,6130
2,DFW,UIO,AA,Passengers,6165
2,BWI,YYZ,QK,Passengers,6165
2,JFK,ACC,DL,Passengers,6170
2,MIA,NAS,AA,Passengers,6171
2,MIA,TLV,LY,Passengers,6180
2,DTW,YUL,G7,Passengers,6184
2,CLT,MEX,AA,Passengers,6206
2,MSP,AMS,KL,Passengers,6213
2,MSY,LHR,BA,Passengers,6220
2,EWR,GCM,UA,Passengers,6235
2,MSP,YYZ,KV,Passengers,6245
2,FLL,PTY,CM,Passengers,6254
2,PBI,YUL,RV,Passengers,6270
2,ATL,STR,DL,Passengers,6271
2,DFW,QRO,MQ,Passengers,6316
2,MSY,YYZ,QK,Passengers,6322
2,JFK,FCO,DY,Passengers,6324
2,JFK,KIN,DL,Passengers,6328
2,JFK,MBJ,AA,Passengers,6330
2,LAX,CDG,TN,Passengers,6334
2,EWR,BCN,UA,Passengers,6337
2,FLL,DXB,EK,Passengers,6342
2,MIA,BAQ,AA,Passengers,6342
2,SEA,SIN,SQ,Passengers,6369
2,FLL,PLS,WN,Passengers,6370
2,LAX,YYC,AC,Passengers,6428
2,MIA,WAW,LO,Passengers,6376
2,JFK,PLS,DL,Passengers,6379
2,MIA,CLO,AV,Passengers,6384
2,ORD,CDG,UA,Passengers,6398
2,EWR,SXM,UA,Passengers,6398
2,JFK,NBO,KQ,Passengers,6399
2,SFO,YUL,AC,Passengers,6408
2,MCO,AMS,DL,Passengers,6412
2,HNL,MEL,JQ,Passengers,6448
2,JFK,GIG,DL,Passengers,6452
2,MCO,KEF,FI,Passengers,6463
2,BWI,MBJ,NK,Passengers,6464
2,CLT,MUC,AA,Passengers,6469
2,MIA,POS,BW,Passengers,6469
2,ORD,YUL,OO,Passengers,6470
2,HNL,SYD,QF,Passengers,6483
2,LAX,EZE,AA,Passengers,6485
2,MIA,GGT,YX,Passengers,6498
2,EWR,SAL,TA,Passengers,6513
2,MIA,MDE,AV,Passengers,6514
2,JFK,TPE,CI,Passengers,6532
2,IAD,CPH,SK,Passengers,6540
2,ORD,YYZ,AA,Passengers,6549
2,RDU,CDG,DL,Passengers,6567
2,PHL,NAS,AA,Passengers,6568
2,MIA,HEL,AY,Passengers,6580
2,ORD,AUA,UA,Passengers,6590
2,MIA,SAL,TA,Passengers,6594
2,LAS,YVR,RV,Passengers,6602
2,DTW,MEX,DL,Passengers,6603
2,JFK,CTG,B6,Passengers,6603
2,OGG,YYC,AC,Passengers,6606
2,JFK,MAD,DL,Passengers,6608
2,SAN,FRA,LH,Passengers,6609
2,ORD,CPH,SK,Passengers,6610
2,DTW,YYZ,G7,Passengers,6611
2,JFK,MXP,AZ,Passengers,6636
2,JFK,YVR,CX,Passengers,6639
2,MCO,BOG,NK,Passengers,6646
2,LAS,LGW,BA,Passengers,6660
2,JFK,GND,B6,Passengers,6673
2,JFK,ANU,AA,Passengers,6680
2,LAS,YYC,RV,Passengers,6698
2,FLL,PAP,NK,Passengers,6700
2,IAD,KEF,FI,Passengers,6700
2,DEN,LHR,UA,Passengers,6705
2,CLT,SJO,AA,Passengers,6712
2,JFK,SXM,DL,Passengers,6722
2,MIA,MXP,IG,Passengers,6731
2,ATL,MUC,DL,Passengers,6731
2,FLL,YOW,RV,Passengers,6753
2,CLT,YYZ,AA,Passengers,6762
2,BWI,LHR,BA,Passengers,6764
2,DEN,MEX,Y4,Passengers,6766
2,FLL,PUJ,WN,Passengers,6766
2,MIA,CTG,AA,Passengers,6782
2,DFW,ICN,KE,Passengers,6799
2,SAN,YYC,WS,Passengers,6807
2,JFK,GVA,LX,Passengers,6812
2,MDW,GDL,Y4,Passengers,6827
2,EWR,GVA,UA,Passengers,6833
2,ATL,KIN,DL,Passengers,6855
2,SLC,LHR,DL,Passengers,6863
2,SLC,SJD,DL,Passengers,6870
2,ORD,MUC,UA,Passengers,6871
2,MSP,LHR,DL,Passengers,6883
2,JFK,GCM,B6,Passengers,6892
2,IAH,POS,UA,Passengers,6903
2,DEN,FRA,UA,Passengers,6904
2,HOU,BZE,WN,Passengers,6907
2,PSP,YYZ,RV,Passengers,6913
2,DTW,CDG,AF,Passengers,6919
2,PHL,CDG,AA,Passengers,6920
2,LAX,YYZ,WS,Passengers,6934
2,BOS,CDG,DL,Passengers,6935
2,FLL,MBJ,B6,Passengers,6960
2,ORD,LIS,TP,Passengers,6962
2,MCO,CUN,B6,Passengers,6963
2,SLC,YYC,DL,Passengers,6988
2,JFK,BOG,DL,Passengers,7005
2,MSP,SJD,SY,Passengers,7009
2,GUM,MNL,PR,Passengers,7011
2,ATL,SAP,DL,Passengers,7096
2,EWR,MAD,UA,Passengers,7013
2,PHL,MAN,AA,Passengers,7028
2,IAH,YYC,QK,Passengers,7032
2,SNA,YVR,WS,Passengers,7032
2,MSP,YEG,OO,Passengers,7049
2,ATL,GDL,DL,Passengers,7062
2,SEA,MEX,AM,Passengers,7078
2,LAS,MEX,AM,Passengers,7082
2,SEA,SJD,DL,Passengers,7082
2,SJC,SJD,AS,Passengers,7091
2,FLL,BOG,B6,Passengers,7101
2,ATL,DUS,DL,Passengers,7102
2,SFO,YYZ,UA,Passengers,7131
2,IAD,ZRH,UA,Passengers,7135
2,HOU,LIR,WN,Passengers,7137
2,MCO,DUB,EI,Passengers,7149
2,RDU,LHR,AA,Passengers,7149
2,ORD,YYC,OO,Passengers,7150
2,PHL,FRA,LH,Passengers,7152
2,SEA,YYC,QX,Passengers,7153
2,EWR,LIS,TP,Passengers,7180
2,MIA,BDA,AA,Passengers,7184
2,FLL,AUA,WN,Passengers,7185
2,FLL,PTY,NK,Passengers,7186
2,IAH,RTB,UA,Passengers,7187
2,SEA,YLW,QX,Passengers,7193
2,HNL,NGO,DL,Passengers,7195
2,EWR,POP,UA,Passengers,7197
2,SFO,HKG,SQ,Passengers,7204
2,JFK,SXM,B6,Passengers,7216
2,FLL,SJO,B6,Passengers,7216
2,MIA,GEO,AA,Passengers,7221
2,HOU,SJO,WN,Passengers,7241
2,MIA,POP,AA,Passengers,7245
2,JFK,GEO,AA,Passengers,7248
2,PDX,GDL,Y4,Passengers,7255
2,SEA,GDL,Y4,Passengers,7270
2,FLL,GUA,NK,Passengers,7289
2,DFW,YYC,MQ,Passengers,7292
2,FLL,CUN,B6,Passengers,7308
2,EWR,ZRH,UA,Passengers,7326
2,PDX,AMS,DL,Passengers,7327
2,DFW,BZE,AA,Passengers,7328
2,GUM,KIX,UA,Passengers,7329
2,MSP,YWG,OO,Passengers,7333
2,MIA,FOR,JJ,Passengers,7347
2,HOU,PVR,WN,Passengers,7353
2,MCO,YYZ,WG,Passengers,7358
2,DEN,PVR,WN,Passengers,7377
2,MIA,MGA,TA,Passengers,7378
2,DTW,FRA,DL,Passengers,7385
2,SEA,CDG,DL,Passengers,7391
2,CLT,YUL,OH,Passengers,7407
2,JFK,GEO,BW,Passengers,7407
2,PHL,CUN,F9,Passengers,7412
2,JFK,HND,NH,Passengers,7430
2,LAX,MZT,AS,Passengers,7430
2,EWR,MXP,UA,Passengers,7446
2,LAX,PVG,MU,Passengers,7448
2,SFO,YVR,QK,Passengers,7468
2,IAD,CDG,UA,Passengers,7470
2,LAX,YEG,WS,Passengers,7476
2,PHX,YEG,WS,Passengers,7483
2,BWI,CUN,NK,Passengers,7486
2,MCO,YOW,RV,Passengers,7488
2,MIA,NAS,UP,Passengers,7491
2,BWI,PUJ,WN,Passengers,7491
2,JFK,SJO,AA,Passengers,7494
2,MSP,PUJ,DL,Passengers,7496
2,FLL,LIM,B6,Passengers,7513
2,DFW,BJX,MQ,Passengers,7517
2,MIA,SVO,SU,Passengers,7533
2,LAX,SJD,AA,Passengers,7541
2,SEA,NRT,JL,Passengers,7546
2,MIA,CLO,AA,Passengers,7551
2,SLC,MEX,DL,Passengers,7553
2,SAN,SJD,WN,Passengers,7564
2,TPA,YYZ,WS,Passengers,7565
2,MSP,YYC,OO,Passengers,7575
2,LAX,YVR,CP,Passengers,7585
2,JFK,KBP,PS,Passengers,7589
2,MIA,GND,AA,Passengers,7606
2,JFK,PUJ,B6,Passengers,7610
2,DEN,YEG,OO,Passengers,7623
2,DFW,SJO,AA,Passengers,7628
2,PHX,CUN,AA,Passengers,7636
2,BOS,PTY,CM,Passengers,7636
2,BOS,NRT,JL,Passengers,7647
2,GUM,PUS,LJ,Passengers,7655
2,SFO,CDG,UA,Passengers,7662
2,BOS,ICN,KE,Passengers,7663
2,ATL,SXM,DL,Passengers,7673
2,SPN,NRT,BC,Passengers,7686
2,DEN,MEX,AM,Passengers,7688
2,EWR,KEF,FI,Passengers,7702
2,FLL,UIO,B6,Passengers,7706
2,EWR,ORY,LV,Passengers,7710
2,IAH,MTY,VB,Passengers,7711
2,SFO,LGW,DI,Passengers,7716
2,LAX,CPH,SK,Passengers,7725
2,BOS,GRU,JJ,Passengers,7725
2,ATL,PTY,DL,Passengers,7738
2,DTW,LHR,DL,Passengers,7742
2,JFK,NRT,NH,Passengers,7743
2,BOS,LIS,TP,Passengers,7745
2,MDW,MLM,Y4,Passengers,7751
2,GUM,MNL,UA,Passengers,7766
2,SJC,YVR,QK,Passengers,7767
2,ORD,TPE,BR,Passengers,7776
2,ATL,YYC,WS,Passengers,7777
2,ORD,SJO,UA,Passengers,7782
2,EWR,SDQ,B6,Passengers,7785
2,BOS,STI,B6,Passengers,7795
2,EWR,OSL,SK,Passengers,7796
2,KOA,NRT,JL,Passengers,7797
2,MIA,YYZ,WS,Passengers,7804
2,LAX,ZIH,AS,Passengers,7825
2,LGA,YYZ,MQ,Passengers,7831
2,FLL,GYE,B6,Passengers,7835
2,MCO,SJO,B6,Passengers,7839
2,ORD,SJD,UA,Passengers,7857
2,JFK,OSL,DY,Passengers,7857
2,TPA,HAV,WN,Passengers,7859
2,FLL,BOG,NK,Passengers,7870
2,EWR,LHR,VS,Passengers,7871
2,JFK,MEX,VB,Passengers,7883
2,FLL,BOG,AV,Passengers,7884
2,SEA,NRT,NH,Passengers,7893
2,FLL,YQB,TS,Passengers,7915
2,LAS,MEX,Y4,Passengers,7923
2,MIA,SAP,AA,Passengers,7927
2,CLT,FRA,AA,Passengers,7936
2,EWR,LIR,UA,Passengers,7938
2,MIA,MDE,VH,Passengers,7957
2,ATL,UVF,DL,Passengers,7961
2,EWR,EDI,UA,Passengers,7966
2,ORD,YVR,UA,Passengers,7987
2,JFK,GYE,B6,Passengers,7993
2,DFW,FRA,AA,Passengers,7998
2,JFK,UVF,B6,Passengers,7998
2,TPA,YUL,RV,Passengers,8015
2,HNL,FUK,HA,Passengers,8015
2,ATL,SAL,DL,Passengers,8038
2,IAH,YYZ,YV,Passengers,8082
2,FLL,SAP,NK,Passengers,8097
2,JFK,FCO,DL,Passengers,8122
2,LAX,SIN,SQ,Passengers,8123
2,LAX,GRU,AA,Passengers,8130
2,MSP,MBJ,SY,Passengers,8488
2,MCO,CUN,DL,Passengers,8149
2,SAN,SJD,AS,Passengers,8161
2,IAH,CDG,AF,Passengers,8172
2,LAX,GDL,AS,Passengers,8196
2,SLC,YYZ,DL,Passengers,8208
2,MCO,LGW,DI,Passengers,8213
2,DFW,LIM,AA,Passengers,8216
2,JFK,POP,B6,Passengers,8223
2,LAS,GDL,Y4,Passengers,8226
2,DFW,YVR,AA,Passengers,8228
2,FLL,GYE,NK,Passengers,8250
2,LAX,LTO,AS,Passengers,8259
2,PHL,SXM,AA,Passengers,8262
2,JFK,PVG,MU,Passengers,8266
2,MIA,SAL,AA,Passengers,8289
2,PHL,AUA,AA,Passengers,8294
2,LAS,ICN,KE,Passengers,8299
2,MSP,CDG,DL,Passengers,8302
2,LAX,PVR,DL,Passengers,8338
2,ORD,AMS,KL,Passengers,8346
2,LIH,YVR,WS,Passengers,8361
2,MIA,BSB,AA,Passengers,8372
2,HNL,SYD,HA,Passengers,8372
2,LAX,CDG,DL,Passengers,8386
2,SEA,CUN,AS,Passengers,8388
2,IAH,YVR,UA,Passengers,8394
2,ORD,WAW,LO,Passengers,8408
2,SFO,MUC,UA,Passengers,8413
2,FLL,LIM,NK,Passengers,8425
2,MCO,SJO,NK,Passengers,8443
2,ATL,IST,TK,Passengers,8449
2,FLL,MDE,NK,Passengers,8487
2,ATL,FCO,DL,Passengers,8496
2,IAH,YEG,UA,Passengers,8504
2,EWR,DUS,EW,Passengers,8511
2,ORD,HND,NH,Passengers,8520
2,LAX,SYD,UA,Passengers,8526
2,ATL,FRA,LH,Passengers,8528
2,IAH,MID,UA,Passengers,8533
2,SFO,SJD,AS,Passengers,8539
2,ONT,GDL,Y4,Passengers,8547
2,MCO,MEX,AM,Passengers,8562
2,IAH,SAP,UA,Passengers,8585
2,LAX,PVR,AS,Passengers,8589
2,BOS,LHR,DL,Passengers,8598
2,SEA,KEF,FI,Passengers,8602
2,MSP,SJD,DL,Passengers,8605
2,BWI,AUA,WN,Passengers,8618
2,JFK,PUJ,DL,Passengers,8619
2,SFO,CPH,SK,Passengers,8636
2,PHL,LHR,AA,Passengers,8641
2,ORD,MEX,Y4,Passengers,8647
2,JFK,ZRH,DL,Passengers,8661
